Relation	Sentence	NER1	NER2
child	<e1>Abiah Folger</e1> Franklin (August 15, 1667 – May 18, 1752) was the mother of <e2>Benjamin Franklin</e2>, a Founding Father of the United States.	PERSON	PERSON
child	As <e1>Chlodio</e1> died just before Attila's invasion, this seems to suggest that <e2>Merovech</e2> was in fact Chlodio's son.	PERSON	PERSON
child	He was the father of American country music singer and actor <e1>Billy Ray Cyrus</e1> and the paternal grandfather of Trace Cyrus, Miley Cyrus, <e2>Noah Cyrus</e2>, and Brandi Cyrus.	PERSON	PERSON
child	His successors were his son Zāl and <e1>Zal</e1>'s son <e2>Rostam</e2>, the bravest of the brave, and then Farāmarz.	PERSON	PERSON
child	Born in London, Laurence Irving was a son of the great Victorian actor-manager, Sir <e1>Henry Irving</e1> and his wife Florence (née O'Callaghan), and brother to actor manager <e2>Harry Brodribb Irving</e2>.	PERSON	PERSON
child	<e2>Franz Liszt</e2> was born to <e1>Anna Liszt</e1> (née Maria Anna Lager) and Adam Liszt on 22 October 1811, in the village of Doborján (German: Raiding) in Sopron County, in the Kingdom of Hungary, Austrian Empire.	PERSON	PERSON
child	<e1>Heraclius</e1> left his empire to two of his sons, Constantine III and <e2>Heraklonas</e2>.	PERSON	PERSON
child	Utilitarianism was a prevalent school of thought during this period, its founders being Jeremy Bentham and <e1>James Mill</e1>, father to political theorist <e2>John Stuart Mill</e2>.	PERSON	PERSON
child	(Klas) <e2>Robert Elias Fries</e2> (11 July 1876, Uppsala – 29 January 1966, Stockholm), the youngest son of <e1>Theodor Magnus Fries</e1> (1832–1913) and grandson of Elias Magnus Fries(1794–1878)	PERSON	PERSON
child	<e1>Matthäus Merian</e1>'s daughter was the naturalist and artist <e2>Maria Sibylla Merian</e2>.	PERSON	PERSON
child	Her sister was <e1>Martha Ellen Young Truman</e1>, the mother of President <e2>Harry S. Truman</e2>.	PERSON	PERSON
child	<e1>Bestla</e1> is a jötunn in Norse mythology, and the mother of the gods <e2>Odin</e2>, Vili and Vé (by way of Borr).	PERSON	PERSON
child	<e2>Andy Warhol</e2> made one of his earliest films, "Mrs. Warhol" (black-and-white, 66 minutes), in the basement apartment of his house, where his mother (<e1>Julia Warhola</e1>) lived.	PERSON	PERSON
child	<e1>Elena Frías de Chávez</e1> (born 1935) is the mother of late Venezuelan president <e2>Hugo Chávez</e2>, Aníbal José Chávez Frías and Adán Chávez.	PERSON	PERSON
child	They are based in Fukuoka Prefecture and were coached by <e1>Joe Bryant</e1>, the father of <e2>Kobe Bryant</e2> in 2015.	PERSON	PERSON
child	It additionally places emphasis on their brother <e2>Rob Kardashian</e2>, their mother <e1>Kris Jenner</e1>, their step-parent Caitlyn Jenner, their half-sisters Kendall and Kylie Jenner, and Kourtney's now ex-boyfriend, Scott Disick.	PERSON	PERSON
child	In 1186, Lucia married <e2>Władysław III Spindleshanks</e2>, youngest son of <e1>Mieszko III the Old</e1>, Duke of Greater Poland and since 1173 High Duke of Poland.	PERSON	PERSON
child	<e2>Petra Kvitová</e2> was born to Jiří Kvita, a vice mayor and former school teacher, and <e1>Pavla Kvitová</e1> in Bílovec, Moravian-Silesian Region, Czechoslovakia (now Czech Republic).	PERSON	PERSON
child	According to the "Bibliotheca", Alcmene was born to <e2>Electryon</e2>, the son of Perseus and <e1>Andromeda</e1>, and king of Tiryns and Mycenae or Medea in Argolis.	PERSON	PERSON
child	She was born in Santiago, the daughter of President Federico Errázuriz Zañartu and former First Lady <e1>Eulogia Echaurren</e1> García-Huidobro, and sister of President <e2>Federico Errázuriz Echaurren</e2>.	PERSON	PERSON
child	<e2>Mary Stewart</e2>, Countess of Arran (13 May 1453 – May 1488) was the eldest daughter of King James II of Scotland and <e1>Mary of Guelders</e1>.	PERSON	PERSON
child	Bacon was the eldest son of Sir <e1>Nicholas Bacon</e1>, Lord Keeper of the Great Seal, by his first wife, Jane Ferneley, and was the half brother of Sir <e2>Francis Bacon</e2>.	PERSON	PERSON
child	Her father was <e2>Prince Friedrich Karl of Prussia</e2> (1828–1885), the son of Karl of Prussia (1801–1883) and his wife <e1>Princess Marie of Saxe-Weimar-Eisenach</e1> (1808–1877).	PERSON	PERSON
child	Magda and <e1>Günther Quandt</e1> were married on 4 January 1921, and her first child, <e2>Harald Quandt</e2>, was born on 1 November 1921.	PERSON	PERSON
child	Cuomo is the brother of New York Governor <e2>Andrew Cuomo</e2> and son of former New York Governor <e1>Mario Cuomo</e1>.	PERSON	PERSON
child	Young & Sick's piece was purchased by actor and comedian <e1>Jerry Stiller</e1>, father of <e2>Ben Stiller</e2>.	PERSON	PERSON
child	In Christianity, the title Son of God refers to the status of <e2>Jesus</e2> as the divine son of <e1>God the Father</e1>.	PERSON	PERSON
child	Gevher Nesibe was an early 13th century princess of the Sultanate of Rum, the daughter of <e1>Kilij Arslan II</e1> and sister of <e2>Kaykhusraw I</e2>.	PERSON	PERSON
child	<e2>Arsinoe II</e2> was a daughter born to Ptolemy I Soter and <e1>Berenice I of Egypt</e1>.	PERSON	PERSON
child	<e1>Laodice III</e1> bore Antiochus III eight children who were: Antiochus, Seleucus IV Philopator, Ardys, an unnamed daughter who was engaged to Demetrius I of Bactria, Laodice IV, Cleopatra I Syra, Antiochis and <e2>Antiochus IV Epiphanes</e2> (birth name Mithridates).	PERSON	PERSON
child	<e1>Katharina Kepler</e1> was married to Heinrich Kepler and had one daughter and three sons; one of them was <e2>Johannes Kepler</e2>.	PERSON	PERSON
child	<e2>Wieland Wagner</e2> was the elder of two sons of Siegfried and <e1>Winifred Wagner</e1>, grandson of composer Richard Wagner, and great-grandson of composer Franz Liszt through Wieland's paternal grandmother.	PERSON	PERSON
child	Siddhartha (<e2>Gautama Buddha</e2>) was the son of Suddhodana and <e1>Maya</e1>.	PERSON	PERSON
child	About this time she was introduced to <e1>William Nightingale</e1>'s family including his daughter <e2>Florence Nightingale</e2>.	PERSON	PERSON
child	<e1>Nun</e1> , in the Hebrew Bible, was a man from the Tribe of Ephraim, grandson of Ammihud, son of Elishama, and father of <e2>Joshua</e2> ().	PERSON	PERSON
child	In 1792 Imbonati began a relationship with <e1>Giulia Beccaria</e1>, mother of the young <e2>Alessandro Manzoni</e2>.	PERSON	PERSON
child	<e2>Virginia Woolf</e2> was born Adeline Virginia Stephen on 25 January 1882 at 22 Hyde Park Gate in South Kensington, London, to Julia (née Jackson) (1846–1895) and <e1>Leslie Stephen</e1> (1832–1904), writer, historian, essayist, biographer and mountaineer.	PERSON	PERSON
child	Following his abdication, <e1>Ludwig I of Bavaria</e1> was king father to <e2>Maximilian II of Bavaria</e2> and later king grandfather to Ludwig II of Bavaria.	PERSON	PERSON
child	Hedwig Bleibtreu is the great aunt of actress <e1>Monica Bleibtreu</e1>, and the great-great aunt of Monika's son actor <e2>Moritz Bleibtreu</e2>.	PERSON	PERSON
child	As in classical mythology, <e2>Hades</e2> is a member of the Olympian gods, the immortal children of the Titans Cronus and <e1>Rhea</e1>.	PERSON	PERSON
child	<e1>John Button</e1> (27 July 1943 – 12 January 2014) was an English rallycross driver and the father of 2009 Formula One World Champion <e2>Jenson Button</e2>.	PERSON	PERSON
child	<e1>Miahuaxihuitl</e1> was a wife of the Aztec Emperor Huitzilihuitl and the mother of Emperor <e2>Moctezuma I</e2>.	PERSON	PERSON
child	However, nowhere are <e1>Ay</e1> and Tey referred to as the parents of <e2>Nefertiti</e2>.	PERSON	PERSON
child	Andronikos III died on 15 June 1341 and was succeeded by his eldest son <e2>John V Palaiologos</e2>, who was only nine-years-old and was placed under the regency of his mother <e1>Anna of Savoy</e1>.	PERSON	PERSON
child	On the death Philip IV in September 1665, his infant son <e2>Charles II of Spain</e2> the child of Philip's second wife <e1>Mariana of Austria</e1> was proclaimed king.	PERSON	PERSON
child	<e2>Princess Margaret of Prussia</e2> was the youngest of eight children born to Frederick III, German Emperor, then heir of the German Empire and his wife, <e1>Victoria, Princess Royal</e1>, Queen Victoria's eldest daughter.	PERSON	PERSON
child	She is the eldest daughter of the Titans <e1>Rhea</e1> and Kronos, and sister to Chiron, Demeter, Hades, Hera, <e2>Poseidon</e2>, and Zeus.	PERSON	PERSON
child	She was the mother of <e1>Lord Randolph Churchill</e1> and grandmother of <e2>Winston Churchill</e2>.	PERSON	PERSON
child	She is the daughter of <e2>Rajiv Gandhi</e2> and Sonia Gandhi, sister of Rahul Gandhi, and granddaughter of Feroze and <e1>Indira Gandhi</e1>, making her a member of the politically prominent Nehru-Gandhi family.	PERSON	PERSON
child	<e1>Nathaniel Fillmore</e1> Jr. (April 19, 1771 – March 28, 1863) was an American farmer, and the father of <e2>Millard Fillmore</e2>, the 13th President of the United States.	PERSON	PERSON
child	<e1>Ankhesenpepi II</e1> was a wife of Pepi I and mother to <e2>Pepi II</e2>.	PERSON	PERSON
award_received	The antineutrino was detected by Frederick Reines and <e1>Clyde Cowan</e1> in 1953, a discovery for which Reines was awarded the 1995 <e2>Nobel Prize in Physics</e2>.	PERSON	OTHER
award_received	His younger brother, <e1>Richard Adolf Zsigmondy</e1>, was a chemist and in 1925 received the <e2>Nobel Prize in Chemistry</e2>.	PERSON	OTHER
award_received	The enumeration and identification of isomeric coordination complex provided the foundations of coordination chemistry, as recognized with the <e2>Nobel Prize in Chemistry</e2> to <e1>Alfred Werner</e1>.	PERSON	OTHER
award_received	<e1>John Howard Northrop</e1> (July 5, 1891 – May 27, 1987) was an American biochemist who, with James Batcheller Sumner and Wendell Meredith Stanley, won the 1946 <e2>Nobel Prize in Chemistry</e2>.	PERSON	OTHER
award_received	He made an important contribution to the development of instrumental methods for the measurement of fast chemical reactions which led to the 1967 <e2>Nobel Prize in Chemistry</e2> given to <e1>Manfred Eigen</e1>.	PERSON	OTHER
award_received	Two ENS philosophers won the <e2>Nobel Prize in Literature</e2> for their writings, Henri Bergson and <e1>Jean-Paul Sartre</e1>.	PERSON	OTHER
award_received	In 1988 <e1>Jack Steinberger</e1>, Leon M. Lederman and Melvin Schwartz were awarded the <e2>Nobel Prize in Physics</e2> for the discovery of the muon neutrino.	PERSON	OTHER
award_received	<e1>Alfred Hermann Fried</e1> (; 11 November 1864 – 5 May 1921) was an Austrian Jewish pacifist, publicist, journalist, co-founder of the German peace movement, and winner (with Tobias Asser) of the <e2>Nobel Peace Prize</e2> in 1911.	PERSON	OTHER
award_received	He won the <e2>Nobel Prize in Chemistry</e2> 1967 along with Manfred Eigen, and <e1>Ronald George Wreyford Norrish</e1>.	PERSON	OTHER
award_received	The next year, a group led by <e1>Owen Chamberlain</e1> and Emilio Segrè detected antiprotons, for which they were awarded <e2>Nobel Prize in Physics</e2> in 1960.	PERSON	OTHER
award_received	He was awarded the <e2>Nobel Prize in Chemistry</e2> in 1967 along with Manfred Eigen and <e1>Ronald George Wreyford Norrish</e1>.	PERSON	OTHER
award_received	He won the <e2>Academy Award for Best Picture</e2> at the 71st Academy Awards for "<e1>Shakespeare in Love</e1>" (1998).	PERSON	OTHER
award_received	British molecular biologist <e1>Frederick Sanger</e1>, who determined the primary structure of insulin in 1955, was awarded the 1958 <e2>Nobel Prize in Chemistry</e2>.	PERSON	OTHER
award_received	The first <e2>Nobel Prize in Physiology or Medicine</e2> was awarded in 1901 to the German physiologist <e1>Emil Adolf von Behring</e1>.	PERSON	OTHER
award_received	<e1>Richard Laurence Millington Synge</e1> FRS FRSE FRIC FRSC MRIA (Liverpool, 28 October 1914 – Norwich, 18 August 1994) was a British biochemist, and shared the 1952 <e2>Nobel Prize in Chemistry</e2> for the invention of partition chromatography with Archer Martin.	PERSON	OTHER
award_received	The equation is named after <e1>Erwin Schrödinger</e1>, who postulated the equation in 1925, and published it in 1926, forming the basis for the work that resulted in his <e2>Nobel Prize in Physics</e2> in 1933.	PERSON	OTHER
award_received	Two of his students were awarded a <e2>Nobel Prize in Chemistry</e2>, <e1>William Giauque</e1> and Glenn T. Seaborg.	PERSON	OTHER
award_received	The 2007 <e2>Nobel Peace Prize</e2> was shared by the <e1>Intergovernmental Panel on Climate Change</e1> (IPCC) and Al Gore for their work on climate change.	PERSON	OTHER
award_received	As a result, <e1>Kim Dae-jung</e1> was awarded the <e2>Nobel Peace Prize</e2>.	PERSON	OTHER
award_received	<e1>Imre Kertész</e1> won the <e2>Nobel Prize in Literature</e2> in 2002.	PERSON	OTHER
award_received	On Friday October 14 <e1>Yitzhak Rabin</e1>, Shimon Peres, and Yasser Arafat announced that they had won the <e2>Nobel Peace Prize</e2>.	PERSON	OTHER
award_received	In 2014, Van Eenennaam was awarded the Borlaug CAST Communication Award by the Council for Agricultural Science and Technology (CAST), named after agricultural biologist and 1970 <e2>Nobel Peace Prize</e2> winner <e1>Norman Borlaug</e1>.	PERSON	OTHER
award_received	Okerlund was inducted into the <e2>WWE Hall of Fame</e2> on April 1, 2006, by <e1>Hulk Hogan</e1>.	PERSON	OTHER
award_received	Malala primarily refers to <e1>Malala Yousafzai</e1>, a Pakistani girls' education activist and 2014 <e2>Nobel Peace Prize</e2> winner.	PERSON	OTHER
award_received	<e1>Olsen Brothers</e1> (Danish: Brødrene Olsen) were a Danish rock/pop music duo, formed by brothers Jørgen (born 15 March 1950) and Niels "Noller" Olsen (born 13 April 1954), who won the <e2>Eurovision Song Contest</e2> in 2000.	PERSON	OTHER
award_received	His grandfather is Blackjack Mulligan, a member of the <e2>WWE Hall of Fame</e2>, as is his uncle <e1>Barry Windham</e1>.	PERSON	OTHER
award_received	Hogan inducted his Mega-Maniacs tag team partner and longtime friend <e1>Brutus Beefcake</e1> into the <e2>WWE Hall of Fame</e2> on April 6, 2019.	PERSON	OTHER
award_received	In that latter capacity, she accepted the <e2>Nobel Peace Prize</e2> awarded to <e1>UNICEF</e1> in 1965.	PERSON	OTHER
award_received	It is named after <e1>Seán MacBride</e1>, a <e2>Nobel Peace Prize</e2> winner who was chairman of the IPB from 1968–74 and president from 1974-1985.	PERSON	OTHER
award_received	However, The <e2>Nobel Peace Prize</e2> 1981 was awarded to Office of the <e1>United Nations High Commissioner for Refugees</e1>.	PERSON	OTHER
award_received	For her leadership, <e1>Leymah Gbowee</e1> has received international recognition, including the 2009 John F. Kennedy Profile in Courage Award and the 2011 <e2>Nobel Peace Prize</e2>.	PERSON	OTHER
award_received	My Number One is a song by <e1>Elena Paparizou</e1> that won the <e2>Eurovision Song Contest</e2>.	PERSON	OTHER
award_received	Growth of the Soil (Norwegian Markens Grøde), is a novel by <e1>Knut Hamsun</e1> which won him the <e2>Nobel Prize in Literature</e2> in 1920.	PERSON	OTHER
award_received	An initiative by former Soviet leader <e1>Mikhail Gorbachev</e1>, himself a winner of a <e2>Nobel Peace Prize</e2>, the award is presented in Rome's Campidoglio (Capitoline Hill) by President Gorbachev, Walter Veltroni, Mayor of Rome, and the Nobel Peace Prize Laureates attending the annual summit meeting.	PERSON	OTHER
award_received	Following the Camp David Accords, Sadat and Israeli Prime Minister <e1>Menachem Begin</e1> shared the 1978 <e2>Nobel Peace Prize</e2>.	PERSON	OTHER
